beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type
"Snake Dog IPA","Flying Dog Brewery","IPA - American",7.1,60,,"Los Grifos",Madrid,Madrid,España,40.4288,-3.70542,3.75,"2016-11-23 21:41:03",https://untappd.com/c/385969610,https://untappd.com/beer/3759,https://untappd.com/brewery/540,"United States",Frederick,MD,,,
Radiance,"Moor Beer Company","Golden Ale",5,0,,,,,,,,3.75,"2016-11-26 22:53:17",https://untappd.com/c/387670031,https://untappd.com/beer/403155,https://untappd.com/brewery/8386,England,Bristol,,,,
"La Chouffe","Brasserie d'Achouffe","Belgian Strong Golden Ale",8,20,,"Brussels | Bruxelles | Brussel (Brussel)",,,België,50.8479,4.35714,4.25,"2016-12-09 01:45:16",https://untappd.com/c/391567623,https://untappd.com/beer/52593,https://untappd.com/brewery/11866,Belgium,Achouffe,Luxembourg,,,
"Val-Dieu Grand Cru","Brasserie de l'Abbaye du Val-Dieu","Belgian Quad",10.5,20,,"Square Ambiorixsquare (Ambiorixsquare)",Brussel,"Brussels Hoofdstedelijk Gewest",België,50.8469,4.38333,2.75,"2016-12-09 02:37:29",https://untappd.com/c/391596600,https://untappd.com/beer/352,https://untappd.com/brewery/175,Belgium,Aubel,Liège,,,
"Chimay Blue / Bleue / Blauw (Grande Réserve)","Bières de Chimay","Belgian Strong Dark Ale",9,35,,"Brussels | Bruxelles | Brussel (Brussel)",,,België,50.8479,4.35714,2.75,"2016-12-09 02:39:58",https://untappd.com/c/391597981,https://untappd.com/beer/34039,https://untappd.com/brewery/378,Belgium,Baileux,Hainaut,,,
"Lupulus Hopera","Brasserie Lupulus","Pale Ale - Belgian",6,35,,"Delirium Café",Brussel,"Brussels Hoofdstedelijk Gewest",België,50.8485,4.35386,4.5,"2016-12-09 19:54:11",https://untappd.com/c/391772225,https://untappd.com/beer/850649,https://untappd.com/brewery/14082,Belgium,Bovigny,Luxembourg,,,
"Pêche Mel Bush","Brasserie Dubuisson","Fruit Beer",8.5,16,,"Delirium Café",Brussel,"Brussels Hoofdstedelijk Gewest",België,50.8485,4.35386,3.5,"2016-12-09 20:54:44",https://untappd.com/c/391799832,https://untappd.com/beer/27604,https://untappd.com/brewery/188,Belgium,Pipaix,Hainaut,,,
"Satan Red","Brouwerij De Block","Belgian Strong Golden Ale",8,0,,"Delirium Café",Brussel,"Brussels Hoofdstedelijk Gewest",België,50.8485,4.35386,2.5,"2016-12-09 20:56:33",https://untappd.com/c/391800741,https://untappd.com/beer/854,https://untappd.com/brewery/271,Belgium,Merchtem-Peizegem,Vlaams-Brabant,,,
"Grimbergen Tripel / Triple","Brouwerij Alken-Maes","Belgian Tripel",9,0,,"Square Ambiorixsquare (Ambiorixsquare)",Brussel,"Brussels Hoofdstedelijk Gewest",België,50.8469,4.38333,2.75,"2016-12-09 22:36:57",https://untappd.com/c/391856267,https://untappd.com/beer/9711,https://untappd.com/brewery/264,Belgium,Mechelen,Antwerpen,,,
"Westmalle Trappist Tripel","Brouwerij der Trappisten van Westmalle","Belgian Tripel",9.5,36,,"Metro Line 5 (MIVB / STIB) (Metro Lijn 5 (MIVB))","Brussels Hoofdstedelijk Gewest","Brussels Hoofdstedelijk Gewest",België,50.8213,4.40554,2.75,"2016-12-09 22:42:07",https://untappd.com/c/391859290,https://untappd.com/beer/487,https://untappd.com/brewery/262,Belgium,Malle,Antwerpen,,,
"Brugse Zot","De Halve Maan","Blonde Ale - Belgian Blonde / Golden",6,23,,"Home & The City",Brussel,"Brussels Hoofdstedelijk Gewest",België,50.8473,4.37575,2.25,"2016-12-09 23:37:29",https://untappd.com/c/391892657,https://untappd.com/beer/4713,https://untappd.com/brewery/430,Belgium,Brugge,West-Vlaanderen,,,
"Ardenne Givrée","Brasserie de Bastogne","Winter Ale",8,0,,"Georges Cafe",Verviers,Liège,Belgique,50.5935,5.85985,3.5,"2016-12-10 22:56:31",https://untappd.com/c/392476640,https://untappd.com/beer/1324239,https://untappd.com/brewery/18219,Belgium,Vaux-sur-Sûre,Luxembourg,,,
"Cuvée de Noël","Brasserie St-Feuillien","Belgian Strong Dark Ale",9,0,,"Georges Cafe",Verviers,Liège,Belgique,50.5935,5.85985,2.5,"2016-12-11 01:05:21",https://untappd.com/c/392589455,https://untappd.com/beer/9379,https://untappd.com/brewery/295,Belgium,"Le Roeulx",Hainaut,,,
"Winter Mess (2016)","Brasserie de la Senne","Belgian Strong Dark Ale",8.5,0,,"Georges Cafe",Verviers,Liège,Belgique,50.5935,5.85985,2.75,"2016-12-11 01:11:28",https://untappd.com/c/392594867,https://untappd.com/beer/1780339,https://untappd.com/brewery/176,Belgium,"Ville de Bruxelles",Bruxelles,,,
Vesdra,"Brasserie Grain d'Orge","Belgian Strong Golden Ale",7.5,0,,"Place General Jacques",,,België,50.5866,5.85927,2.75,"2016-12-11 13:50:41",https://untappd.com/c/392854729,https://untappd.com/beer/1860523,https://untappd.com/brewery/193,Belgium,Hombourg,Liège,,,
Porter,"Founders Brewing Co.","Porter - American",6.5,45,,"Kensington Downs","Fort Wayne",IN,"United States",41.1007,-85.0413,2.5,"2016-12-26 18:08:32",https://untappd.com/c/398787282,https://untappd.com/beer/9346,https://untappd.com/brewery/549,"United States","Grand Rapids",MI,,,
"Vanilla Porter","Breckenridge Brewery","Porter - American",5.4,16,,"The Bus Stop","Fort Wayne",IN,"United States",41.0978,-85.0367,3.5,"2016-12-26 18:09:33",https://untappd.com/c/398787968,https://untappd.com/beer/8063,https://untappd.com/brewery/236,"United States",Littleton,CO,,,
"Breakfast Stout","Founders Brewing Co.","Stout - Oatmeal",8.3,60,,"Kreager Park","New Haven",IN,"United States",41.0886,-85.0405,3,"2016-12-26 19:54:12",https://untappd.com/c/398857040,https://untappd.com/beer/4589,https://untappd.com/brewery/549,"United States","Grand Rapids",MI,,,
"2° Below Winter Ale","New Belgium Brewing Company","Winter Ale",6.6,0,,"Riordan's Dugout Pub",Pickerington,OH,"United States",39.9149,-82.753,3.25,"2016-12-27 19:56:28",https://untappd.com/c/399268685,https://untappd.com/beer/416,https://untappd.com/brewery/905,"United States","Fort Collins",CO,,,
"Citradelic: Tangerine IPA","New Belgium Brewing Company","IPA - American",6,50,,"Riordan's Dugout Pub",Pickerington,OH,"United States",39.9149,-82.753,4.25,"2016-12-27 20:40:49",https://untappd.com/c/399296469,https://untappd.com/beer/1139170,https://untappd.com/brewery/905,"United States","Fort Collins",CO,,,
"Chocolate Chip Cookie Dough Ale","New Belgium Brewing Company","Brown Ale - Other",6,12,,"North Campus Foodmart",Columbus,OH,"United States",40.0118,-83.0103,2,"2016-12-27 23:54:13",https://untappd.com/c/399380369,https://untappd.com/beer/1585182,https://untappd.com/brewery/905,"United States","Fort Collins",CO,,,
"Citradelic: Tangerine IPA","New Belgium Brewing Company","IPA - American",6,50,,,,,,,,4.5,"2016-12-28 00:15:12",https://untappd.com/c/399384632,https://untappd.com/beer/1139170,https://untappd.com/brewery/905,"United States","Fort Collins",CO,,,
"Busted Knuckle Ale","Quaff ON! Brewing Company","Porter - Other",7.3,27,,"Old North Columbus Neighborhood",Columbus,OH,"United States",40.0152,-83.0104,2.25,"2016-12-28 20:51:09",https://untappd.com/c/399723157,https://untappd.com/beer/390081,https://untappd.com/brewery/68922,"United States",Nashville,IN,,,
"Imperial Stout","Founders Brewing Co.","Stout - Russian Imperial",10.5,75,,,,,,,,1.75,"2016-12-28 22:15:11",https://untappd.com/c/399771435,https://untappd.com/beer/4586,https://untappd.com/brewery/549,"United States","Grand Rapids",MI,,,
"Yum Yum","3 Floyds Brewing Company","Pale Ale - American",5.5,55,,,,,,,,3,"2016-12-29 01:05:14",https://untappd.com/c/399820617,https://untappd.com/beer/562219,https://untappd.com/brewery/2470,"United States",Munster,IN,,,
"Fresh Squeezed IPA","Deschutes Brewery","IPA - American",6.4,60,,"The Eagle OTR",Cincinnati,OH,"United States",39.1107,-84.5154,4.25,"2016-12-29 15:26:37",https://untappd.com/c/399957865,https://untappd.com/beer/59622,https://untappd.com/brewery/441,"United States",Bend,OR,,,
"Zombie Dust","3 Floyds Brewing Company","Pale Ale - American",6.2,50,,"East Hyde Park Commons",Cincinnati,OH,"United States",39.1413,-84.4221,4.25,"2016-12-29 18:36:43",https://untappd.com/c/400079741,https://untappd.com/beer/13559,https://untappd.com/brewery/2470,"United States",Munster,IN,,,
"Small Batch Austra","Sun King Brewing Company","Stout - Milk / Sweet",5.2,27,"Fruitier than a standard stout. Much sweeter and enjoyable for me","Sun King Fishers Tap Room and Small Batch Brewery",Fishers,IN,"United States",39.928,-86.0242,2.5,"2016-12-30 17:59:14",https://untappd.com/c/400582111,https://untappd.com/beer/1895662,https://untappd.com/brewery/2778,"United States",Indianapolis,IN,,,
"Fistful Of Hops Red","Sun King Brewing Company","IPA - American",6.7,77,,"Sun King Fishers Tap Room and Small Batch Brewery",Fishers,IN,"United States",39.928,-86.0242,4.25,"2016-12-30 17:59:38",https://untappd.com/c/400582428,https://untappd.com/beer/490207,https://untappd.com/brewery/2778,"United States",Indianapolis,IN,,,
"Citradelic: Tangerine IPA","New Belgium Brewing Company","IPA - American",6,50,,"Steak 'n Shake",Indianapolis,IN,"United States",39.9271,-86.0245,4.5,"2016-12-30 18:00:14",https://untappd.com/c/400582917,https://untappd.com/beer/1139170,https://untappd.com/brewery/905,"United States","Fort Collins",CO,,,
"Traditional Lager","Yuengling Brewery","Lager - American Amber / Red",4.5,16,,"Woodland Bowling Center",Indianapolis,IN,"United States",39.9249,-86.109,2,"2016-12-30 18:00:50",https://untappd.com/c/400583413,https://untappd.com/beer/16649,https://untappd.com/brewery/1976,"United States",Pottsville,PA,,,
"Grapefruit Sculpin","Ballast Point Brewing Company","IPA - American",7,70,,,,,,,,3.5,"2016-12-30 18:01:36",https://untappd.com/c/400584024,https://untappd.com/beer/285658,https://untappd.com/brewery/68,"United States","San Diego",CA,,,
"Coffee Blonde","Four Day Ray Brewing","Blonde Ale",4.8,20,"Very interesting - coffee + blonde is a nice combination","Four Day Ray Brewing",Fishers,IN,"United States",39.9582,-86.0137,3.25,"2016-12-30 18:48:08",https://untappd.com/c/400624409,https://untappd.com/beer/1437381,https://untappd.com/brewery/202106,"United States",Fishers,IN,,,
"Hobo Series #1","Four Day Ray Brewing","IPA - American",6,80,,"Four Day Ray Brewing",Fishers,IN,"United States",39.9582,-86.0137,3.5,"2016-12-30 18:55:11",https://untappd.com/c/400630728,https://untappd.com/beer/1859613,https://untappd.com/brewery/202106,"United States",Fishers,IN,,,
"Half Cocked Pale Ale","Four Day Ray Brewing","Pale Ale - American",5.5,60,,,,,,,,2.75,"2016-12-30 18:58:37",https://untappd.com/c/400633755,https://untappd.com/beer/1796555,https://untappd.com/brewery/202106,"United States",Fishers,IN,,,
"Laplander Blonde","Four Day Ray Brewing","Blonde Ale",4.8,20,,,,,,,,3,"2016-12-30 19:00:42",https://untappd.com/c/400635528,https://untappd.com/beer/1079889,https://untappd.com/brewery/202106,"United States",Fishers,IN,,,
"Snow Shed","Four Day Ray Brewing","Brown Ale - American",6.3,0,"For a brown ale, extremely good. Notes of spices (cinnamon etc) and almost tastes like biscuits. Essentially christmas in liquid form","Four Day Ray Brewing",Fishers,IN,"United States",39.9582,-86.0137,3.75,"2016-12-30 19:12:10",https://untappd.com/c/400645769,https://untappd.com/beer/1846368,https://untappd.com/brewery/202106,"United States",Fishers,IN,,,
"Vanilla Java Porter","Atwater Brewery","Porter - English",5,13,,"Schenkel's Pool & Spa",Fishers,IN,"United States",39.9886,-86.0215,3,"2016-12-30 21:25:44",https://untappd.com/c/400766252,https://untappd.com/beer/4903,https://untappd.com/brewery/56,"United States",Detroit,MI,,,
"Wells Banana Bread Beer","Charles Wells Brewery (Marston's)","Fruit Beer",5.2,18,,"The Apple Store",Fishers,IN,"United States",39.9885,-86.0215,2.75,"2016-12-30 21:28:16",https://untappd.com/c/400768355,https://untappd.com/beer/5839,https://untappd.com/brewery/1348,England,Bedford,Bedfordshire,,,
"Osiris Pale Ale","Sun King Brewing Company","Pale Ale - American",5.6,50,,"Prairie Guest House",Fishers,IN,"United States",39.9885,-86.0242,3.75,"2016-12-31 15:12:36",https://untappd.com/c/401107485,https://untappd.com/beer/9688,https://untappd.com/brewery/2778,"United States",Indianapolis,IN,,,
"Winter White Ale","Bell's Brewery",Witbier,5,25,,"the dead cardinals",Fishers,IN,"United States",39.9869,-86.0215,2,"2016-12-31 19:03:08",https://untappd.com/c/401345869,https://untappd.com/beer/7853,https://untappd.com/brewery/2507,"United States",Comstock,MI,,,
"Liberty Ale","Anchor Brewing Company","IPA - American",5.9,47,,"The Garage On Harrison Parkway",Fishers,IN,"United States",39.9884,-86.0111,3.25,"2016-12-31 19:11:34",https://untappd.com/c/401355692,https://untappd.com/beer/5173,https://untappd.com/brewery/3891,"United States","San Francisco",CA,,,
"Yum Yum","3 Floyds Brewing Company","Pale Ale - American",5.5,55,,"Summer Break",Fishers,IN,"United States",39.9925,-86.0179,3,"2017-01-01 22:45:29",https://untappd.com/c/402068045,https://untappd.com/beer/562219,https://untappd.com/brewery/2470,"United States",Munster,IN,,,
"Pale Ale Citra","Brouwerij Kees","Pale Ale - American",4.6,52,,Irreale,Madrid,Madrid,España,40.4288,-3.70456,4.5,"2017-01-09 20:53:52",https://untappd.com/c/404471992,https://untappd.com/beer/991053,https://untappd.com/brewery/188723,Netherlands,Middelburg,Zeeland,,,
"Grapefruit Llipa!","La Quince Brewery","IPA - American",6.4,100,,Irreale,Madrid,Madrid,España,40.4288,-3.70456,3.5,"2017-01-09 20:58:01",https://untappd.com/c/404472646,https://untappd.com/beer/1701487,https://untappd.com/brewery/94611,Spain,Madrid,Madrid,,,
Vestkyst,"Kinn Bryggeri","IPA - American",7,100,,Irreale,Madrid,Madrid,España,40.4288,-3.70456,3.5,"2017-01-09 21:31:14",https://untappd.com/c/404477691,https://untappd.com/beer/29512,https://untappd.com/brewery/5233,Norway,Florø,,,,
"Padrino Porter","Edge Brewing Barcelona","Porter - American",6.9,38,,Irreale,Madrid,Madrid,España,40.4288,-3.70456,3,"2017-01-09 21:31:44",https://untappd.com/c/404477774,https://untappd.com/beer/599952,https://untappd.com/brewery/108827,Spain,Barcelona,Barcelona,,,
"Westmalle Trappist Dubbel","Brouwerij der Trappisten van Westmalle","Belgian Dubbel",7,24,,"Los Grifos",Madrid,Madrid,España,40.4288,-3.70542,3.75,"2017-01-14 20:18:51",https://untappd.com/c/405940885,https://untappd.com/beer/4168,https://untappd.com/brewery/262,Belgium,Malle,Antwerpen,,,
Galáctica,"Monsieur Gordo Brewery","Sour - Gose",5,0,,"Los Grifos",Madrid,Madrid,España,40.4288,-3.70542,3,"2017-01-14 20:40:27",https://untappd.com/c/405958369,https://untappd.com/beer/1573376,https://untappd.com/brewery/168134,Spain,Madrid,,,,
"India Pale Ale","Fuller, Smith & Turner ","IPA - English",5.3,0,,"Los Grifos",Madrid,Madrid,España,40.4288,-3.70542,2.75,"2017-01-14 20:52:21",https://untappd.com/c/405968494,https://untappd.com/beer/25980,https://untappd.com/brewery/3296,England,London,"Greater London",,,
942,DouGall's,"Pale Ale - American",4.2,30,,Irreale,Madrid,Madrid,España,40.4288,-3.70456,3.75,"2017-01-14 21:41:59",https://untappd.com/c/406013211,https://untappd.com/beer/148748,https://untappd.com/brewery/25244,Spain,"39722 Liérganes",Cantabria,,,
"Hoptimista IPA","Edge Brewing Barcelona","IPA - American",6.6,47,,Irreale,Madrid,Madrid,España,40.4288,-3.70456,3,"2017-01-14 22:29:15",https://untappd.com/c/406058038,https://untappd.com/beer/600642,https://untappd.com/brewery/108827,Spain,Barcelona,Barcelona,,,
"PMA (Positive Mental Attitude)","Moor Beer Company","Pale Ale - American",5.3,45,,Irreale,Madrid,Madrid,España,40.4288,-3.70456,3.5,"2017-01-23 19:50:39",https://untappd.com/c/409419973,https://untappd.com/beer/1573413,https://untappd.com/brewery/8386,England,Bristol,,,,
Ostadar,"Laugar Brewery","IPA - International",6.6,115,,Irreale,Madrid,Madrid,España,40.4288,-3.70456,3,"2017-01-23 19:53:31",https://untappd.com/c/409420330,https://untappd.com/beer/1553697,https://untappd.com/brewery/34744,Spain,Gordexola,Vizcaya,,,
Camarillo,"Mad Brewing","IPA - American",6.2,0,,,,,,,,3.5,"2017-01-23 20:21:56",https://untappd.com/c/409424096,https://untappd.com/beer/1815625,https://untappd.com/brewery/174734,Spain,Madrid,Madrid,,,
"Madrid Lager","Cervezas La Virgen","Lager - Helles",5,22,,"Plaza De Clara Del Rey 49",Madrid,Madrid,España,40.4443,-3.67049,3.75,"2017-01-29 01:57:42",https://untappd.com/c/411292852,https://untappd.com/beer/169263,https://untappd.com/brewery/29930,Spain,"Las Rozas",Madrid,,,
IPA,"Cervezas La Virgen","IPA - International",6.5,0,,,,,,,,3.5,"2017-01-29 17:35:15",https://untappd.com/c/411560102,https://untappd.com/beer/1888226,https://untappd.com/brewery/29930,Spain,"Las Rozas",Madrid,,,
360,"Cervezas La Virgen","Lager - Pale",5.5,35,,"Macera Tallerbar",Madrid,Madrid,España,40.4261,-3.69818,4.25,"2017-01-31 22:26:46",https://untappd.com/c/412113025,https://untappd.com/beer/581089,https://untappd.com/brewery/29930,Spain,"Las Rozas",Madrid,,,
"Citra Ass Down","Against the Grain Brewery & Smokehouse","IPA - Imperial / Double",8,68,,Taproom,Madrid,Madrid,España,40.4362,-3.71304,3.75,"2017-02-01 21:01:39",https://untappd.com/c/412307506,https://untappd.com/beer/142006,https://untappd.com/brewery/11106,"United States",Louisville,KY,,,
"Viento Norte","La Grúa","Pale Ale - Australian",5.5,40,,Taproom,Madrid,Madrid,España,40.4362,-3.71304,2.75,"2017-02-01 21:36:14",https://untappd.com/c/412315131,https://untappd.com/beer/1093162,https://untappd.com/brewery/80407,Spain,Pontejos,Cantabria,,,
360,"Cervezas La Virgen","Lager - Pale",5.5,35,,Taproom,Madrid,Madrid,España,40.4362,-3.71304,4.25,"2017-02-01 21:54:51",https://untappd.com/c/412319249,https://untappd.com/beer/581089,https://untappd.com/brewery/29930,Spain,"Las Rozas",Madrid,,,
"De Castañas","Cervezas La Virgen","Winter Ale",6.5,25,,,,,,,,3,"2017-02-07 22:03:30",https://untappd.com/c/414794164,https://untappd.com/beer/529879,https://untappd.com/brewery/29930,Spain,"Las Rozas",Madrid,,,
"Dangerously Close To Stupid","To Øl","IPA - Imperial / Double",9.3,100,,Taproom,Madrid,Madrid,España,40.4362,-3.71304,4.25,"2017-02-07 22:24:55",https://untappd.com/c/414798503,https://untappd.com/beer/338758,https://untappd.com/brewery/2241,Denmark,"København N",,,,
"Guinness Draught",Guinness,"Stout - Irish Dry",4.2,45,,Freeway,Madrid,Madrid,España,40.4255,-3.7019,3,"2017-02-21 21:06:35",https://untappd.com/c/420109444,https://untappd.com/beer/4473,https://untappd.com/brewery/49,Ireland,"St. James's Gate",Dublin,,,
"Foster's Lager","Foster's Group","Lager - Pale",4,12,,Freeway,Madrid,Madrid,España,40.4255,-3.7019,2,"2017-02-21 21:20:40",https://untappd.com/c/420112510,https://untappd.com/beer/5519,https://untappd.com/brewery/546,Australia,Abbotsford,VIC,,,
"Super Ale",SUPERFREUNDE,"IPA - American",5.9,45,,,,,,,,4.25,"2017-02-21 21:21:48",https://untappd.com/c/420112765,https://untappd.com/beer/1386256,https://untappd.com/brewery/246855,Germany,Berlin,Berlin,,,
"Hütt'n Märzen","Pyraser Landbrauerei",Märzen,0,0,,,,,,,,3.25,"2017-02-21 21:22:16",https://untappd.com/c/420112886,https://untappd.com/beer/1120247,https://untappd.com/brewery/6810,Germany,"91177 Thalmässing",BY,,,
Cruzial,"Cruzcampo (Heineken España)","Pilsner - Other",5.9,0,,"Plaza del Dos de Mayo",Madrid,Madrid,España,40.4269,-3.70409,2.5,"2017-02-25 16:47:23",https://untappd.com/c/421435055,https://untappd.com/beer/1330342,https://untappd.com/brewery/5432,Spain,"41020 Sevilla",Sevilla,,,
"San Miguel Premium Especial","Grupo Mahou-San Miguel","Lager - Pale",5.4,18,,"Plaza del Dos de Mayo",Madrid,Madrid,España,40.4269,-3.70409,1.5,"2017-02-25 17:08:44",https://untappd.com/c/421441411,https://untappd.com/beer/69014,https://untappd.com/brewery/4726,Spain,"28045 Madrid",Madrid,,,
"Estrella Damm","Grupo Damm","Lager - Euro",5.4,0,,"Plaza del Dos de Mayo",Madrid,Madrid,España,40.4269,-3.70409,2.5,"2017-02-25 17:42:18",https://untappd.com/c/421453190,https://untappd.com/beer/5151,https://untappd.com/brewery/1087,Spain,Barcelona,Cataluña,,,
"Fatserie 007 Pineapple Pale Ale","Poppels Bryggeri","Pale Ale - American",5.3,18,,Taproom,Madrid,Madrid,España,40.4362,-3.71304,4.25,"2017-03-03 22:05:05",https://untappd.com/c/423627859,https://untappd.com/beer/1680862,https://untappd.com/brewery/46930,Sweden,Jonsered,"Västra Götalands län",,,
"Gamma Ray",Beavertown,"Pale Ale - American",5.4,45,,Taproom,Madrid,Madrid,España,40.4362,-3.71304,3,"2017-03-03 23:20:11",https://untappd.com/c/423672449,https://untappd.com/beer/237500,https://untappd.com/brewery/24735,England,"Tottenham Hale",London,,,
"Mahou Cinco Estrellas","Grupo Mahou-San Miguel","Lager - Pale",5.5,0,,"Granja ""la Esgaravita""","Alcalá de Henares",Madrid,España,40.4964,-3.33676,2.25,"2017-03-09 12:27:01",https://untappd.com/c/425780139,https://untappd.com/beer/19579,https://untappd.com/brewery/4726,Spain,"28045 Madrid",Madrid,,,
"Mahou Clásica","Grupo Mahou-San Miguel","Lager - Pale",4.8,0,,"Granja ""la Esgaravita""","Alcalá de Henares",Madrid,España,40.4964,-3.33676,2,"2017-03-09 12:27:29",https://untappd.com/c/425780158,https://untappd.com/beer/6135,https://untappd.com/brewery/4726,Spain,"28045 Madrid",Madrid,,,
"Alhambra Tradicional","Grupo Cervezas Alhambra","Lager - Euro",4.6,0,"for a generic beer it's quite good. Best in Spain so far","Granja ""la Esgaravita""","Alcalá de Henares",Madrid,España,40.4964,-3.33676,3,"2017-03-09 13:43:06",https://untappd.com/c/425783055,https://untappd.com/beer/201461,https://untappd.com/brewery/370,Spain,Granada,Granada,,,
"15 Hours Session IPA - Simcoe","La Quince Brewery","IPA - Session / India Session Ale",4.8,55,,Taproom,Madrid,Madrid,España,40.4362,-3.71304,3.75,"2017-03-12 20:43:48",https://untappd.com/c/427509836,https://untappd.com/beer/1308448,https://untappd.com/brewery/94611,Spain,Madrid,Madrid,,,
"Mahou Clásica","Grupo Mahou-San Miguel","Lager - Pale",4.8,0,,,,,,,,2.5,"2017-03-13 22:12:40",https://untappd.com/c/427822573,https://untappd.com/beer/6135,https://untappd.com/brewery/4726,Spain,"28045 Madrid",Madrid,,,
"Alhambra Tradicional","Grupo Cervezas Alhambra","Lager - Euro",4.6,0,,,,,,,,3,"2017-03-13 22:13:01",https://untappd.com/c/427822677,https://untappd.com/beer/201461,https://untappd.com/brewery/370,Spain,Granada,Granada,,,
"Estrella Galicia","Hijos de Rivera","Lager - North American Adjunct",5.5,16,,,,,,,,1,"2017-03-13 23:14:03",https://untappd.com/c/427840059,https://untappd.com/beer/7313,https://untappd.com/brewery/1877,Spain,"La Coruña","La Coruña",,,
"Alice 'The Dog' Eats Melanoidin","La Calavera","IPA - American",7.6,75,,Taproom,Madrid,Madrid,España,40.4362,-3.71304,3.75,"2017-03-15 20:23:36",https://untappd.com/c/428276496,https://untappd.com/beer/917222,https://untappd.com/brewery/47140,Spain,"17500 Ripoll",Gerona,,,
"Vinification - White Grape Wheat","Magic Rock Brewing","Pale Wheat Ale - American",6.1,0,,Taproom,Madrid,Madrid,España,40.4362,-3.71304,4,"2017-03-15 20:25:37",https://untappd.com/c/428277036,https://untappd.com/beer/1560006,https://untappd.com/brewery/13156,England,"Huddersfield, West Yorkshire","HD1 5EB",,,
"Viento Sur","La Grúa","Pilsner - Other",4.8,0,,Taproom,Madrid,Madrid,España,40.4362,-3.71304,3.5,"2017-03-15 21:37:11",https://untappd.com/c/428297443,https://untappd.com/beer/449654,https://untappd.com/brewery/80407,Spain,Pontejos,Cantabria,,,
Lupuloid,Beavertown,"IPA - American",6.7,65,,Taproom,Madrid,Madrid,España,40.4362,-3.71304,3.75,"2017-03-15 21:40:26",https://untappd.com/c/428298437,https://untappd.com/beer/1716899,https://untappd.com/brewery/24735,England,"Tottenham Hale",London,,,
"Turia Märzen","Grupo Damm",Märzen,5.4,0,,"Tienda Oficial Valencia C.F. - Megastore",Valencia,"Comunidad Valenciana",España,39.4691,-0.376608,1.5,"2017-03-19 17:01:06",https://untappd.com/c/430197834,https://untappd.com/beer/368191,https://untappd.com/brewery/1087,Spain,Barcelona,Cataluña,,,
"India Pale Ale Citra Ekuanot","The Kernel Brewery","IPA - American",7.3,0,,Irreale,Madrid,Madrid,España,40.4288,-3.70456,3.75,"2017-03-23 22:14:37",https://untappd.com/c/431309601,https://untappd.com/beer/1982656,https://untappd.com/brewery/3376,England,London,,,,
"Ayinger Maibock","Ayinger Privatbrauerei","Maibock / Heller (Helles) Bock",6.9,30,,Irreale,Madrid,Madrid,España,40.4288,-3.70456,3,"2017-03-23 22:18:57",https://untappd.com/c/431311477,https://untappd.com/beer/258709,https://untappd.com/brewery/10915,Germany,Aying,,,,
"Shock Series: !!PA Citra & Galaxy","To Øl","IPA - Imperial / Double",9,0,,Irreale,Madrid,Madrid,España,40.4288,-3.70456,3.25,"2017-03-23 22:19:47",https://untappd.com/c/431311847,https://untappd.com/beer/1896137,https://untappd.com/brewery/2241,Denmark,"København N",,,,
"Fat & Fruity","Dry & Bitter Brewing Company","IPA - American",6.5,0,,Irreale,Madrid,Madrid,España,40.4288,-3.70456,3.25,"2017-03-23 23:59:21",https://untappd.com/c/431360718,https://untappd.com/beer/1983701,https://untappd.com/brewery/185493,Denmark,Gørløse,"Region Hovedstaden",,,
"Stonewell Medium Dry Irish Craft Cider","Nohoval Drinks Company Ltd",Cider,5.5,0,,Irreale,Madrid,Madrid,España,40.4288,-3.70456,3.5,"2017-03-24 00:00:18",https://untappd.com/c/431361244,https://untappd.com/beer/140520,https://untappd.com/brewery/25342,Ireland,Nohoval,"Co. Cork",,,
Revontulet,"Nómada Brewing Co.","Sour - Ale",6.7,26,,Taproom,Madrid,Madrid,España,40.4362,-3.71304,3.75,"2017-03-28 23:01:37",https://untappd.com/c/433488506,https://untappd.com/beer/1800253,https://untappd.com/brewery/33349,Spain,"08201 Sabadell",Barcelona,,,
"Shock Series: !PA Equinox","To Øl","IPA - American",7,0,,Taproom,Madrid,Madrid,España,40.4362,-3.71304,3,"2017-03-28 23:08:20",https://untappd.com/c/433490188,https://untappd.com/beer/1897374,https://untappd.com/brewery/2241,Denmark,"København N",,,,
"Mosaic IPA","Amager Bryghus","IPA - American",7,0,,Taproom,Madrid,Madrid,España,40.4362,-3.71304,2.75,"2017-03-28 23:10:01",https://untappd.com/c/433490600,https://untappd.com/beer/443259,https://untappd.com/brewery/1950,Denmark,Kastrup,,,,
"Köstritzer Kellerbier","Köstritzer Schwarzbierbrauerei","Kellerbier / Zwickelbier",5.4,0,,"Parque de las Siete Tetas",Madrid,Madrid,España,40.3978,-3.65543,3,"2017-04-04 19:56:31",https://untappd.com/c/436168992,https://untappd.com/beer/569019,https://untappd.com/brewery/104871,Germany,"Bad Köstritz",Thüringen,,,
